sample_code_x,detection_items,department,order_date,order_num,report_date,conclusion,receive_date,sample_code_format,infer_receive_date,create_time,sample_date,random_num_x,event_flight,id,Unnamed: 0,date,code,gene_name,file_name,path,sample_code_y,random_num_y,data_num,sample_code
ZSPDbs2019-276,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101533802,2019.10.15,,2019.10.15,ZSPDbs2019-276,2019-10-15,2019.10.15,2019.10.15,33802,HO1182,853.0,876.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-276_L14995-H16065_C1811.L14995.PW910210673.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-276_L14995-H16065_C1811.L14995.PW910210673.seq,ZSPDbs2019-276,41393.0,ZSPDbscytb2019101541393,ZSPDbs2019-276
ZSPDbs2019-277,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101549908,2019.10.15,,2019.10.15,ZSPDbs2019-277,2019-10-15,2019.10.15,2019.10.15,49908,CA1974,854.0,,,,,,,,,,ZSPDbs2019-277
ZSPDbs2019-278,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101543163,2019.10.15,,2019.10.15,ZSPDbs2019-278,2019-10-15,2019.10.15,2019.10.15,43163,HO1378,855.0,895.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-278_L14995-H16065_C1811.L14995.PW910210625.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-278_L14995-H16065_C1811.L14995.PW910210625.seq,ZSPDbs2019-278,49794.0,ZSPDbscytb2019101549794,ZSPDbs2019-278
ZSPDbs2019-278,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101543163,2019.10.15,,2019.10.15,ZSPDbs2019-278,2019-10-15,2019.10.15,2019.10.15,43163,HO1378,855.0,1002.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-278_COI-1_C1811.COI-1-bird-F.PW910210722.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-278_COI-1_C1811.COI-1-bird-F.PW910210722.seq,ZSPDbs2019-278,40379.0,ZSPDbsCOI-12019101540379,ZSPDbs2019-278
ZSPDbs2019-279,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101552333,2019.10.15,,2019.10.15,ZSPDbs2019-279,2019-10-15,2019.10.15,2019.10.15,52333,Y82112,856.0,,,,,,,,,,ZSPDbs2019-279
ZSPDbs2019-280,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101594745,2019.10.15,,2019.10.15,ZSPDbs2019-280,2019-10-15,2019.10.15,2019.10.15,94745,ZH9517,857.0,,,,,,,,,,ZSPDbs2019-280
ZSPDbs2019-281,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101562192,2019.10.15,,2019.10.15,ZSPDbs2019-281,2019-10-15,2019.10.15,2019.10.15,62192,CA1866,858.0,714.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-281_L14995-H16065_C1811.L14995.PW910191196.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-281_L14995-H16065_C1811.L14995.PW910191196.seq,ZSPDbs2019-281,31765.0,ZSPDbscytb2019101531765,ZSPDbs2019-281
ZSPDbs2019-282,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101529346,2019.10.15,,2019.10.15,ZSPDbs2019-282,2019-10-15,2019.10.15,2019.10.15,29346,CA1970,859.0,,,,,,,,,,ZSPDbs2019-282
ZSPDbs2019-283,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101528776,2019.10.15,,2019.10.15,ZSPDbs2019-283,2019-10-15,2019.10.15,2019.10.15,28776,9C8974,860.0,,,,,,,,,,ZSPDbs2019-283
ZSPDbs2019-284,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101555383,2019.10.15,,2019.10.15,ZSPDbs2019-284,2019-10-15,2019.10.15,2019.10.15,55383,HO1174,861.0,692.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-284_L14995-H16065_C1811.L14995.PW910191232.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-284_L14995-H16065_C1811.L14995.PW910191232.seq,ZSPDbs2019-284,43543.0,ZSPDbscytb2019101543543,ZSPDbs2019-284
ZSPDbs2019-284,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101555383,2019.10.15,,2019.10.15,ZSPDbs2019-284,2019-10-15,2019.10.15,2019.10.15,55383,HO1174,861.0,985.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-284_COI-1_C1811.COI-1-bird-F.PW910190800.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-284_COI-1_C1811.COI-1-bird-F.PW910190800.seq,ZSPDbs2019-284,53265.0,ZSPDbsCOI-12019101553265,ZSPDbs2019-284
ZSPDbs2019-285,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101568423,2019.10.15,,2019.10.15,ZSPDbs2019-285,2019-10-15,2019.10.15,2019.10.15,68423,NH971,862.0,635.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-285_L14995-H16065_C1811.L14995.PW910210664.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-285_L14995-H16065_C1811.L14995.PW910210664.seq,ZSPDbs2019-285,76819.0,ZSPDbscytb2019101576819,ZSPDbs2019-285
ZSPDbs2019-286,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101524007,2019.10.15,,2019.10.15,ZSPDbs2019-286,2019-10-15,2019.10.15,2019.10.15,24007,HO1018,863.0,709.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-286_L14995-H16065_C1811.L14995.PW910210635.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-286_L14995-H16065_C1811.L14995.PW910210635.seq,ZSPDbs2019-286,85378.0,ZSPDbscytb2019101585378,ZSPDbs2019-286
ZSPDbs2019-286,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101524007,2019.10.15,,2019.10.15,ZSPDbs2019-286,2019-10-15,2019.10.15,2019.10.15,24007,HO1018,863.0,948.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-286_COI-1_C1811.COI-1-bird-F.PW910190824.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-286_COI-1_C1811.COI-1-bird-F.PW910190824.seq,ZSPDbs2019-286,43123.0,ZSPDbsCOI-12019101543123,ZSPDbs2019-286
ZSPDbs2019-287,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101568605,2019.10.15,,2019.10.15,ZSPDbs2019-287,2019-10-15,2019.10.15,2019.10.15,68605,9C8974,864.0,881.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-287_L14995-H16065_C1811.L14995.PW910191268.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-287_L14995-H16065_C1811.L14995.PW910191268.seq,ZSPDbs2019-287,34539.0,ZSPDbscytb2019101534539,ZSPDbs2019-287
ZSPDbs2019-287,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101568605,2019.10.15,,2019.10.15,ZSPDbs2019-287,2019-10-15,2019.10.15,2019.10.15,68605,9C8974,864.0,1000.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-287_COI-1_C1811.COI-1-bird-F.PW910210699.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-287_COI-1_C1811.COI-1-bird-F.PW910210699.seq,ZSPDbs2019-287,33860.0,ZSPDbsCOI-12019101533860,ZSPDbs2019-287
ZSPDbs2019-288,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101535687,2019.10.15,,2019.10.15,ZSPDbs2019-288,2019-10-15,2019.10.15,2019.10.15,35687,MU7340,865.0,688.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-288_L14995-H16065_C1811.L14995.PW910191280.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-288_L14995-H16065_C1811.L14995.PW910191280.seq,ZSPDbs2019-288,50129.0,ZSPDbscytb2019101550129,ZSPDbs2019-288
ZSPDbs2019-289,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101529573,2019.10.15,,2019.10.15,ZSPDbs2019-289,2019-10-15,2019.10.15,2019.10.15,29573,HO1174,866.0,889.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-289_L14995-H16065_C1811.L14995.PW910210608.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-289_L14995-H16065_C1811.L14995.PW910210608.seq,ZSPDbs2019-289,20240.0,ZSPDbscytb2019101520240,ZSPDbs2019-289
ZSPDbs2019-290,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101590551,2019.10.15,,2019.10.15,ZSPDbs2019-290,2019-10-15,2019.10.15,2019.10.15,90551,MU7792,867.0,,,,,,,,,,ZSPDbs2019-290
ZSPDbs2019-291,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101570208,2019.10.15,,2019.10.15,ZSPDbs2019-291,2019-10-15,2019.10.15,2019.10.15,70208,CZ360V,868.0,686.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-291_L14995-H16065_C1811.L14995.PW910190864.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-291_L14995-H16065_C1811.L14995.PW910190864.seq,ZSPDbs2019-291,85264.0,ZSPDbscytb2019101585264,ZSPDbs2019-291
ZSPDbs2019-292,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101541629,2019.10.15,,2019.10.15,ZSPDbs2019-292,2019-10-15,2019.10.15,2019.10.15,41629,CZ6505,869.0,857.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-292_L14995-H16065_C1811.L14995.PW910190870.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-292_L14995-H16065_C1811.L14995.PW910190870.seq,ZSPDbs2019-292,89129.0,ZSPDbscytb2019101589129,ZSPDbs2019-292
ZSPDbs2019-293,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101567372,2019.10.15,,2019.10.15,ZSPDbs2019-293,2019-10-15,2019.10.15,2019.10.15,67372,CZ6756,870.0,644.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-293_L14995-H16065_C1811.L14995.PW910190876.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-293_L14995-H16065_C1811.L14995.PW910190876.seq,ZSPDbs2019-293,23200.0,ZSPDbscytb2019101523200,ZSPDbs2019-293
ZSPDbs2019-294,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101560528,2019.10.15,,2019.10.15,ZSPDbs2019-294,2019-10-15,2019.10.15,2019.10.15,60528,9C8590,871.0,894.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-294_L14995-H16065_C1811.L14995.PW910190882.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-294_L14995-H16065_C1811.L14995.PW910190882.seq,ZSPDbs2019-294,81638.0,ZSPDbscytb2019101581638,ZSPDbs2019-294
ZSPDbs2019-294,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101560528,2019.10.15,,2019.10.15,ZSPDbs2019-294,2019-10-15,2019.10.15,2019.10.15,60528,9C8590,871.0,977.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-294_COI-1_C1811.COI-1-bird-F.PW910190879.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-294_COI-1_C1811.COI-1-bird-F.PW910190879.seq,ZSPDbs2019-294,24846.0,ZSPDbsCOI-12019101524846,ZSPDbs2019-294
ZSPDbs2019-295,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101537394,2019.10.15,,2019.10.15,ZSPDbs2019-295,2019-10-15,2019.10.15,2019.10.15,37394,CA1967,872.0,843.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-295_L14995-H16065_C1811.L14995.PW910190888.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-295_L14995-H16065_C1811.L14995.PW910190888.seq,ZSPDbs2019-295,52020.0,ZSPDbscytb2019101552020,ZSPDbs2019-295
ZSPDbs2019-296,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101557141,2019.10.15,,2019.10.15,ZSPDbs2019-296,2019-10-15,2019.10.15,2019.10.15,57141,CA4563,873.0,802.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-296_L14995-H16065_C1811.L14995.PW910210648.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-296_L14995-H16065_C1811.L14995.PW910210648.seq,ZSPDbs2019-296,36089.0,ZSPDbscytb2019101536089,ZSPDbs2019-296
ZSPDbs2019-297,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101598996,2019.10.15,,2019.10.15,ZSPDbs2019-297,2019-10-15,2019.10.15,2019.10.15,98996,9C8678,874.0,848.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-297_L14995-H16065_C1811.L14995.PW910210618.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-297_L14995-H16065_C1811.L14995.PW910210618.seq,ZSPDbs2019-297,78504.0,ZSPDbscytb2019101578504,ZSPDbs2019-297
ZSPDbs2019-298,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101589044,2019.10.15,,2019.10.15,ZSPDbs2019-298,2019-10-15,2019.10.15,2019.10.15,89044,CZ8390,875.0,762.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-298_L14995-H16065_C1811.L14995.PW910190859.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-298_L14995-H16065_C1811.L14995.PW910190859.seq,ZSPDbs2019-298,58280.0,ZSPDbscytb2019101558280,ZSPDbs2019-298
ZSPDbs2019-299,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101573079,2019.10.15,,2019.10.15,ZSPDbs2019-299,2019-10-15,2019.10.15,2019.10.15,73079,CZ6781,876.0,835.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-299_L14995-H16065_C1811.L14995.PW910190865.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-299_L14995-H16065_C1811.L14995.PW910190865.seq,ZSPDbs2019-299,92127.0,ZSPDbscytb2019101592127,ZSPDbs2019-299
ZSPDbs2019-299,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101573079,2019.10.15,,2019.10.15,ZSPDbs2019-299,2019-10-15,2019.10.15,2019.10.15,73079,CZ6781,876.0,972.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-299_COI-1_C1811.COI-1-bird-F.PW910190862.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-299_COI-1_C1811.COI-1-bird-F.PW910190862.seq,ZSPDbs2019-299,16010.0,ZSPDbsCOI-12019101516010,ZSPDbs2019-299
ZSPDbs2019-300,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101567006,2019.10.15,,2019.10.15,ZSPDbs2019-300,2019-10-15,2019.10.15,2019.10.15,67006,HO1166,877.0,732.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-300_L14995-H16065_C1811.L14995.PW910190871.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-300_L14995-H16065_C1811.L14995.PW910190871.seq,ZSPDbs2019-300,39240.0,ZSPDbscytb2019101539240,ZSPDbs2019-300
ZSPDbs2019-301,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101564423,2019.10.15,,2019.10.15,ZSPDbs2019-301,2019-10-15,2019.10.15,2019.10.15,64423,9C8580,878.0,867.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-301_L14995-H16065_C1811.L14995.PW910190877.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-301_L14995-H16065_C1811.L14995.PW910190877.seq,ZSPDbs2019-301,74811.0,ZSPDbscytb2019101574811,ZSPDbs2019-301
ZSPDbs2019-302,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101524713,2019.10.15,,2019.10.15,ZSPDbs2019-302,2019-10-15,2019.10.15,2019.10.15,24713,9C8980,879.0,797.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-302_L14995-H16065_C1811.L14995.PW910190883.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-302_L14995-H16065_C1811.L14995.PW910190883.seq,ZSPDbs2019-302,90789.0,ZSPDbscytb2019101590789,ZSPDbs2019-302
ZSPDbs2019-302,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101524713,2019.10.15,,2019.10.15,ZSPDbs2019-302,2019-10-15,2019.10.15,2019.10.15,24713,9C8980,879.0,982.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-302_COI-1_C1811.COI-1-bird-F.PW910190880.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-302_COI-1_C1811.COI-1-bird-F.PW910190880.seq,ZSPDbs2019-302,32386.0,ZSPDbsCOI-12019101532386,ZSPDbs2019-302
ZSPDbs2019-303,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101552660,2019.10.15,,2019.10.15,ZSPDbs2019-303,2019-10-15,2019.10.15,2019.10.15,52660,9C8592,880.0,690.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-303_L14995-H16065_C1811.L14995.PW910190889.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-303_L14995-H16065_C1811.L14995.PW910190889.seq,ZSPDbs2019-303,68606.0,ZSPDbscytb2019101568606,ZSPDbs2019-303
ZSPDbs2019-303,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101552660,2019.10.15,,2019.10.15,ZSPDbs2019-303,2019-10-15,2019.10.15,2019.10.15,52660,9C8592,880.0,988.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-303_COI-1_C1811.COI-1-bird-F.PW910210309.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-303_COI-1_C1811.COI-1-bird-F.PW910210309.seq,ZSPDbs2019-303,22667.0,ZSPDbsCOI-12019101522667,ZSPDbs2019-303
ZSPDbs2019-304,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101527456,2019.10.15,,2019.10.15,ZSPDbs2019-304,2019-10-15,2019.10.15,2019.10.15,27456,HO1268,881.0,822.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-304_L14995-H16065_C1811.L14995.PW910190895.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-304_L14995-H16065_C1811.L14995.PW910190895.seq,ZSPDbs2019-304,46986.0,ZSPDbscytb2019101546986,ZSPDbs2019-304
ZSPDbs2019-304,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101527456,2019.10.15,,2019.10.15,ZSPDbs2019-304,2019-10-15,2019.10.15,2019.10.15,27456,HO1268,881.0,954.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-304_COI-1_C1811.COI-1-bird-F.PW910190892.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-304_COI-1_C1811.COI-1-bird-F.PW910190892.seq,ZSPDbs2019-304,70776.0,ZSPDbsCOI-12019101570776,ZSPDbs2019-304
ZSPDbs2019-305,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101581171,2019.10.15,,2019.10.15,ZSPDbs2019-305,2019-10-15,2019.10.15,2019.10.15,81171,CZ3678,882.0,868.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-305_L14995-H16065_C1811.L14995.PW910190854.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-305_L14995-H16065_C1811.L14995.PW910190854.seq,ZSPDbs2019-305,42140.0,ZSPDbscytb2019101542140,ZSPDbs2019-305
ZSPDbs2019-306,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101570680,2019.10.15,,2019.10.15,ZSPDbs2019-306,2019-10-15,2019.10.15,2019.10.15,70680,CZ6078,883.0,805.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-306_L14995-H16065_C1811.L14995.PW910190860.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-306_L14995-H16065_C1811.L14995.PW910190860.seq,ZSPDbs2019-306,73471.0,ZSPDbscytb2019101573471,ZSPDbs2019-306
ZSPDbs2019-307,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101513702,2019.10.15,,2019.10.15,ZSPDbs2019-307,2019-10-15,2019.10.15,2019.10.15,13702,CZ6753,884.0,885.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-307_L14995-H16065_C1811.L14995.PW910190866.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-307_L14995-H16065_C1811.L14995.PW910190866.seq,ZSPDbs2019-307,88760.0,ZSPDbscytb2019101588760,ZSPDbs2019-307
ZSPDbs2019-308,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101538409,2019.10.15,,2019.10.15,ZSPDbs2019-308,2019-10-15,2019.10.15,2019.10.15,38409,9C8716,885.0,707.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-308_L14995-H16065_C1811.L14995.PW910190872.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-308_L14995-H16065_C1811.L14995.PW910190872.seq,ZSPDbs2019-308,17851.0,ZSPDbscytb2019101517851,ZSPDbs2019-308
ZSPDbs2019-309,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101567777,2019.10.15,,2019.10.15,ZSPDbs2019-309,2019-10-15,2019.10.15,2019.10.15,67777,FM9328,886.0,630.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-309_L14995-H16065_C1811.L14995.PW910190878.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-309_L14995-H16065_C1811.L14995.PW910190878.seq,ZSPDbs2019-309,47051.0,ZSPDbscytb2019101547051,ZSPDbs2019-309
ZSPDbs2019-309,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101567777,2019.10.15,,2019.10.15,ZSPDbs2019-309,2019-10-15,2019.10.15,2019.10.15,67777,FM9328,886.0,922.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-309_COI-1_C1811.COI-1-bird-F.PW910190875.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-309_COI-1_C1811.COI-1-bird-F.PW910190875.seq,ZSPDbs2019-309,93673.0,ZSPDbsCOI-12019101593673,ZSPDbs2019-309
ZSPDbs2019-310,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101579928,2019.10.15,,2019.10.15,ZSPDbs2019-310,2019-10-15,2019.10.15,2019.10.15,79928,HO1286,887.0,682.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-310_L14995-H16065_C1811.L14995.PW910190884.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-310_L14995-H16065_C1811.L14995.PW910190884.seq,ZSPDbs2019-310,38132.0,ZSPDbscytb2019101538132,ZSPDbs2019-310
ZSPDbs2019-310,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101579928,2019.10.15,,2019.10.15,ZSPDbs2019-310,2019-10-15,2019.10.15,2019.10.15,79928,HO1286,887.0,957.0,20191015.0,ZSPDbs,COI-1,ZSPDbs2019-310_COI-1_C1811.COI-1-bird-F.PW910190881.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/COI-1/良好 92个/ZSPDbs2019-310_COI-1_C1811.COI-1-bird-F.PW910190881.seq,ZSPDbs2019-310,36700.0,ZSPDbsCOI-12019101536700,ZSPDbs2019-310
ZSPDbs2019-311,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101595732,2019.10.15,,2019.10.15,ZSPDbs2019-311,2019-10-15,2019.10.15,2019.10.15,95732,CZ6251,888.0,852.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-311_L14995-H16065_C1811.L14995.PW910190890.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/双峰 96个/ZSPDbs2019-311_L14995-H16065_C1811.L14995.PW910190890.seq,ZSPDbs2019-311,61583.0,ZSPDbscytb2019101561583,ZSPDbs2019-311
ZSPDbs2019-312,飞鸟残骸鉴定（常规）,上海浦东国际机场,2019.10.13,SEQ2019101572018,2019.10.15,,2019.10.15,ZSPDbs2019-312,2019-10-15,2019.10.15,2019.10.15,72018,HO9999,889.0,717.0,20191015.0,ZSPDbs,cytb,ZSPDbs2019-312_L14995-H16065_C1811.L14995.PW910190896.seq,bird_strike/20191015上海机场312个样品结果/C1811测序结果/cytb/良好 181个/ZSPDbs2019-312_L14995-H16065_C1811.L14995.PW910190896.seq,ZSPDbs2019-312,26615.0,ZSPDbscytb2019101526615,ZSPDbs2019-312
ZSHC/2019/98,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2019.10.17,SEQ2019101963431,2019.10.19,,2019.10.19,ZSHC-2019-98,2019-10-19,2019.10.19,2019.10.19,63431,JD5677,890.0,1068.0,20191019.0,ZSHC,cytb,ZSHC-2019-98_L14995-H16065_C1824.L14995.PW910221186.seq,bird_strike/20191019萧山&重庆机场38个样品结果/测序结果/cytb/良好 22个/ZSHC-2019-98_L14995-H16065_C1824.L14995.PW910221186.seq,ZSHC-2019-98,15081.0,ZSHCcytb2019101915081,ZSHC-2019-98
ZSHC/2019/99,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2019.10.17,SEQ2019101972689,2019.10.19,,2019.10.19,ZSHC-2019-99,2019-10-19,2019.10.19,2019.10.19,72689,MF8290,891.0,,,,,,,,,,ZSHC-2019-99
